x_uav,y_uav,z_uav,snr,aoa,aod,beam_index_prev,beam_index_target
-0.01934248845110939,100.00503521320506,87.43513103253221,13.697329806008366,47.107413648579254,121.08295234527598,41,16
0.9923315124334633,99.99527735516038,145.09165038367766,20.83153980477156,44.44824129590479,143.3870504660514,20,27
2.003356795629713,99.96553010846105,123.1983089421489,27.43764832243656,163.12836742751844,45.09230728747413,63,40
3.001856291639525,99.93979823321504,109.88841938021802,24.652731880521376,44.92143511258384,112.46228189943724,36,1
4.011404683887241,99.92330282538326,65.58479453846725,26.143516338300795,48.95001328642239,102.9098184473123,26,24
5.000607049467122,99.88127854075522,65.59333244199051,23.178412078750252,136.67392814172413,149.92020027767052,54,57
6.00128671391744,99.82388570401311,55.824256284359706,23.849625162189202,80.94224206177985,163.08967579375707,51,49
7.008400416088839,99.75966523989902,136.6290976476274,26.962100459481288,139.80970410010738,2.1781209986598196,28,40
8.023565522593403,99.67836204298986,110.1079146549275,14.99363117302831,11.761067163360282,121.33306615121624,19,5
9.000656182164022,99.5995426658367,120.81099189508082,19.78625423789963,87.78699471760383,9.331157462734154,24,10
9.987734085648317,99.50600309110126,52.06186130493047,14.42096606437973,6.041523812057499,98.78617516022166,5,56
10.983943483690187,99.37731923953055,146.98734234889832,29.737422881120985,11.277293920979263,51.75508334313574,62,60
11.990996782938282,99.28372994290888,133.2525767214946,28.895707316604195,163.1430500256208,55.21283428546428,35,37
12.974877247919977,99.15317835734668,71.22286764725304,10.780412898557227,25.06769181326597,63.52942193384139,1,5
13.952676667891584,99.02437684928078,68.18307571731556,24.124716448643206,95.84072900454254,111.8395654309152,21,44
14.937618632725737,98.87698706581801,68.33268910572416,28.506673568406434,74.00781076103642,60.13101104292406,31,10
15.935607329797227,98.71900884904754,80.41155009583693,13.605479683446736,62.5321460812306,131.89304758227908,15,13
16.942532659230682,98.55118005453811,102.47419422921868,21.355582745237673,161.98008987782578,72.81243706067939,17,1
17.924184024720272,98.37874988676482,93.18179824013801,28.317327544864487,3.9207808669480455,12.313824418530581,4,39
18.89538787586264,98.19913318320262,79.10491594102879,10.685246699049936,119.48281765207022,141.08545711002577,53,2
19.89180978548261,97.99842686495872,111.18716004735992,23.961578850022555,173.40432278929376,51.42632179369726,35,54
20.874076958780115,97.80062029389988,63.960864094028466,15.950669528647753,100.84836412527366,77.90653415189797,29,52
21.82878764695479,97.5856336409116,79.21277727100593,28.497852648987458,168.61958819894824,123.37768367529836,44,34
22.820403615545253,97.3559304856516,86.6484684946615,29.41007788101206,9.41980576772759,59.83997015317401,18,32
23.798298597189067,97.14224944874869,95.59265830196641,28.887826008555518,75.38652250766047,10.1799314251495,22,23
24.770688551987195,96.89818402596119,128.5264338139084,19.48967823328174,46.81968627179012,67.29457560293461,33,18
25.73855051208206,96.6449320342602,69.95145364427557,27.233340710872334,131.5595271402783,169.99742791212827,12,17
26.703021911779945,96.36055239102703,101.43742333389207,26.892475195526455,176.62871474475938,115.50458081257959,42,63
27.65635531590731,96.10434811364544,109.25228307945997,16.386688437063714,46.172844416944656,120.86607940220684,61,48
28.622785872991365,95.82447473826095,54.65664480182467,26.597411942377914,117.75219457108359,113.80335571191269,53,51
29.586802855730266,95.51331897001997,110.74820039791743,10.734865533654583,35.646901236035596,35.81408411841359,28,60
30.549934948139086,95.2024612570275,67.04145157118829,21.95528210998794,101.76001959871599,75.3020248777178,35,23
31.494271352814923,94.9144768117401,56.502284182205386,14.614041123874314,83.5052177108048,135.1489152363646,21,44
32.445617589128965,94.59209257100291,144.88464968680375,12.411836621358393,174.98251861629294,18.24434879686957,51,34
33.37011269932708,94.26794204696243,146.57002010506787,11.537171555764504,109.52568660473459,50.0036084010818,51,61
34.331437290302745,93.89099177750964,130.8274623805448,23.93172798243531,62.917229146807394,49.73390596247837,46,0
35.27027879019194,93.58112572000358,80.44509991776319,16.772479452507753,20.557412104072476,77.78687446347534,35,35
36.20122472672596,93.21583788546056,59.748106679113974,24.501845406404836,27.221163860306394,176.46782819156635,8,24
37.10823245056927,92.85348181177693,118.4314490374367,11.315267870917554,40.564568006788114,12.144771011716282,38,44
38.06201755743484,92.46148602632195,94.00291730002465,16.310866503079446,45.17681398946772,93.35027866709792,50,48
38.97738790982882,92.09520089309862,62.20431710194839,20.780165317491498,153.12135338340843,32.28779555692598,18,59
39.89214380260101,91.69127330093532,99.53046753335889,25.81503494936746,101.02523749561928,174.72538145089436,37,61
40.82725068678186,91.2903779193006,53.450846159253906,16.369227573158362,94.23141683685836,20.38838837658178,5,42
41.72546089497944,90.89528062214353,140.92216019029541,22.522133315094774,20.64975766126524,72.66266950185205,51,33
42.63709430948493,90.4659471788095,75.88427586303301,27.71778463700642,154.81625332200434,132.8131313554523,46,24
43.52133282769597,90.02090567556478,116.27728668022519,22.323050234488015,130.1167124403057,126.83301143421953,14,15
44.44572331704389,89.58756172120817,81.17240768408185,14.674658174714912,12.18032338799422,76.08753834222517,56,33
45.31721926607392,89.12236474056692,102.01012581248423,10.490830318230104,127.40307653822072,62.37145164030156,19,28
46.20421661480994,88.67423492952074,104.67428833800686,27.388141891486967,97.84232965853238,71.56455693184263,8,18
47.08509102435968,88.20397497708592,68.48386784182055,10.431191780389366,14.704067769536826,47.55294729213669,31,22
47.98999624829545,87.7436641300464,146.97478363474877,27.50342159445038,82.48914341148794,36.95615555675618,3,18
48.86861418056941,87.25475820300035,127.50810643984458,20.56897607873952,87.26133780562317,86.94358850077468,49,24
49.73708217961841,86.76644729275836,143.94506729608477,28.778627415675118,29.835779806247125,48.34040593684902,17,15
50.59739756816766,86.2547116896779,139.4637118835867,25.998667646617452,170.1992426516651,51.762044709525,4,53
51.46231856758277,85.72943034445046,109.78709710684427,29.9645105306374,152.9755460224225,118.20828378199218,19,50
52.315661584940415,85.23645394659864,142.1904788486538,17.02951562178381,120.43598374737027,174.3270523438644,22,8
53.16853746842956,84.70255011001802,58.82282189794789,25.33953116643797,83.20911633629414,108.64859469516485,61,0
54.026217620082996,84.16083563715168,69.6109704651312,18.05087274510791,74.110267042306,13.860286072841951,10,41
54.8631779339292,83.61997466904893,54.50193330498082,19.610265458342,117.17559958053624,13.59940717695639,36,18
55.67993720237567,83.0707962650893,82.55028122379711,22.55455703024628,98.15748712155725,171.258793298949,21,32
56.510542819944824,82.49677230825002,88.86356582909997,27.46528194201324,11.205075653349443,53.51937954055038,57,33
57.336442743568135,81.94138191540492,77.14371176757413,29.690296694656546,92.24450490276288,16.575721371871964,3,15
58.151898638376395,81.35142051798168,132.87804120225073,25.367419139551618,145.14919493686332,107.83002894219361,28,43
58.964471007330964,80.76105953397774,85.65909596358443,18.358360157986223,82.66154433529123,112.25560196176443,43,39
59.765765149748795,80.1668826658987,78.10659586094482,18.416998311949776,9.345766789050753,116.72839026778071,33,54
60.57497519515051,79.57220557990871,104.26947679900346,24.738474826981694,141.52658422739293,48.12862190927441,12,17
61.37669243537071,78.95442998492673,64.10105959283406,14.770823369989648,36.244969655857275,2.7017359439379898,41,33
62.14727292007558,78.35354612856337,130.2103316334772,12.211294325697256,46.53430822951257,173.69796802535737,8,24
62.95607688737796,77.72690298160137,57.45537189386423,17.110164221734877,29.65618433271158,45.170723011774875,41,60
63.711641715259354,77.09306304296358,148.68402401903262,15.747636663281297,59.434438990193776,121.6854290168502,30,44
64.47324361057903,76.4419838203173,127.2214179516895,15.927622117880087,136.22583970985363,127.19181934358997,6,5
65.24802834791237,75.79146246494373,69.86688583500452,14.673208475002367,93.50175324016942,109.79755401142901,3,20
65.99885043146188,75.12713348378121,50.542809841804,10.825468617259718,36.856917488781825,56.33386441674604,18,57
66.74628310634898,74.45408963869632,131.53335005376064,10.352728421649688,158.00997065551425,48.79230818132917,41,5
67.49117489891114,73.7773627765316,120.68401598489396,29.740344970929286,158.30551679764923,107.56716352971175,29,31
68.21993071656917,73.10733091276188,122.90112220898774,18.54281736490131,156.71175003411682,155.90565182628634,30,40
68.95108679277486,72.41791424992745,127.13104969437954,17.688078354726546,42.989755315589036,170.4135106612774,63,47
69.68919399657773,71.74050223778613,57.40039195112497,23.593961752064608,81.23038158738076,19.062125927213646,34,42
70.3705155433076,71.03331429129429,85.86182079065793,14.367376020085343,177.2890500766138,27.883166575472902,56,38
71.07748220062813,70.32845914520942,61.5752095957462,28.98926266425291,138.9680632149521,170.0488623173865,20,30
71.80176070797634,69.61977403371174,136.30054935359757,25.730365988807137,4.8900913935780155,132.5823746518795,60,41
72.47297507062518,68.88490773265661,112.34384595332727,11.792887342002812,11.719640526633446,158.9468483832743,30,9
